"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"11"	"322311000"	"62553020"	"Co-dydramol 10mg/500mg tablets"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 10mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"19"	"322307006"	"60971020"	"Co-codamol 8mg/500mg tablets"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"53"	"322539003"	"62538020"	"Dihydrocodeine 30mg tablets"	"Dihydrocodeine tartrate"	"30mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"57"	"322343000"	"60972020"	"Co-codamol 8mg/500mg effervescent tablets"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"96"	"322341003"	"80055020"	"Co-codamol 30mg/500mg tablets"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"152"	"15065911000001106"	"59899020"	"Codeine 15mg/5ml linctus"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"158"	"322503009"	"52434020"	"Codeine 30mg tablets"	"Codeine phosphate"	"30mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"191"	"36098611000001109"	"62539020"	"Dihydrocodeine 10mg/5ml oral solution"	"Dihydrocodeine tartrate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"213"	"36566111000001100"	"52438020"	"Codeine 25mg/5ml oral solution"	"Codeine phosphate"	"5mg/1ml"	"Oral solution"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"306"	"163915001000027105"	"69988020"	"Aspirin with codeine phosphate and caffeine tablets"	"Codeine Phosphate/Caffeine/Aspirin"	""	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"382"	"322502004"	"52433020"	"Codeine 15mg tablets"	"Codeine phosphate"	"15mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"462"	"36090011000001104"	"55572020"	"Codeine 60mg/1ml solution for injection ampoules"	"Codeine phosphate"	"60mg/1ml"	"Solution for injection"	"Intramuscular"	"04070200"	"Opioid Analgesics"
"539"	"322504003"	"52435020"	"Codeine 60mg tablets"	"Codeine phosphate"	"60mg"	"Tablet"	"Oral"	"01040200/03090100/04070200"	"Antimotility Drugs/Cough Suppressants/Opioid Analgesics"
"625"	"322344006"	"60973020"	"Co-codamol 8mg/500mg capsules"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"635"	"12388811000001109"	"55573020"	"Codeine 30mg/1ml solution for injection ampoules"	"Codeine phosphate"	"30mg/1ml"	"Solution for injection"	"Intramuscular"	"04070200"	"Opioid Analgesics"
"656"	"360311000001104"	"68282020"	"Tylex 30mg/500mg capsules (UCB Pharma Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"767"	"247311000001103"	"73729020"	"Solpadol 30mg/500mg capsules (Sanofi)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"800"	"322366004"	"80053020"	"Co-codamol 30mg/500mg capsules"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"810"	"322365000"	"80054020"	"Co-codamol 30mg/500mg effervescent tablets"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"913"	"4721411000001103"	"50001020"	"Kaodene oral suspension (Sovereign Medical Ltd)"	"Codeine phosphate/Kaolin light"	"1mg/1ml + 300mg/1ml"	"Oral suspension"	"Oral"	"00000000"	"Unknown"
"1261"	"322323006"	"84587020"	"Co-codamol 30mg/500mg effervescent powder sachets sugar free"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"1616"	"3361311000001102"	"84213020"	"Migraleve Pink tablets (McNeil Products Ltd)"	"Buclizine hydrochloride/Paracetamol/Codeine phosphate"	"6.25mg + 500mg + 8mg"	"Tablet"	"Oral"	"04070200/04070401"	"Opioid Analgesics/Treatment Of Acute Migraine"
"1617"	"320962001"	"59906020"	"Codeine 15mg/5ml linctus sugar free"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"1640"	"232711000001100"	"53130020"	"Kapake 30mg/500mg tablets (Galen Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"1708"	"3420111000001109"	"54315020"	"Codafen Continus tablets (Napp Pharmaceuticals Ltd)"	"Ibuprofen/Codeine phosphate"	"300mg + 20mg"	"Modified-release tablet"	"Oral"	"00000000"	"Unknown"
"2040"	"680111000001109"	"55873020"	"Remedeine tablets (Crescent Pharma Ltd)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 20mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2041"	"322546007"	"62548020"	"Dihydrocodeine 60mg modified-release tablets"	"Dihydrocodeine tartrate"	"60mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"2047"	"60375001000027103"	"55578020"	"Co-codaprin 8mg with 400mg tablets"	"Codeine Phosphate/Aspirin"	"8mg+400mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2178"	"76535001000027106"	"57802020"	"Phensedyl Oral solution (Rhone-Poulenc Rorer Ltd)"	"Codeine Phosphate/Promethazine Hydrochloride"	""	"Oral Solution"	"Oral"	"03090200"	"Demulcent And Expectorant Cough Preparations"
"2211"	"10411000001105"	"73727020"	"Solpadol 30mg/500mg effervescent tablets (Sanofi)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2555"	"18505001000027101"	"50340020"	"Dihydrocodeine with paracetamol 10mg+500mg tablets"	"Dihydrocodeine Tartrate/Paracetamol"	"10mg + 500mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2764"	"3336311000001100"	"59900020"	"Codeine 3mg/5ml linctus paediatric sugar free"	"Codeine phosphate"	"600microgram/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"2794"	"352411000001101"	"49325020"	"Co-codamol 30mg/500mg tablets (Wockhardt UK Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2846"	"136745001000027107"	"65994020"	"Paracetamol 500mg with codeine phosphate 30mg effervescent tablet"	"Codeine Phosphate/Paracetamol"	"500mg + 30mg"	"Effervescent Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2917"	"136735001000027106"	"65993020"	"Paracetamol 500mg with codeine phosphate 30 mg tablet"	"Codeine Phosphate/Paracetamol"	"500mg + 30mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"2986"	"322310004"	"55579020"	"Co-codaprin 8mg/400mg dispersible tablets"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"3034"	"170615001000027109"	"70858020"	"Diarrest Liquid (Galen Ltd)"	"Codeine Phosphate/Dicycloverine Hydrochloride"	""	"Liquid"	"Oral"	"01040200"	"Antimotility Drugs"
"3156"	"341211000001105"	"73728020"	"Solpadol 30mg/500mg caplets (Sanofi)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"3185"	"154925001000027100"	"68499020"	"Paracetamol 500mg with codeine phosphate 30mg capsule"	"Codeine Phosphate/Paracetamol"	"500mg + 30mg"	"Capsules"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"3435"	"68111000001102"	"68283020"	"Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"3653"	"36069111000001106"	"72309020"	"Dihydrocodeine 50mg/1ml solution for injection ampoules"	"Dihydrocodeine tartrate"	"50mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous"	"04070200"	"Opioid Analgesics"
"3698"	"36925001000027108"	"52618020"	"Df118 40mg Tablet (Martindale Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate"	"40mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"3713"	"137105001000027106"	"66034020"	"Medocodene Tablet (Manufacturer unknown)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"3724"	"3359711000001105"	"84215020"	"Migraleve Yellow tablets (McNeil Products Ltd)"	"Paracetamol/Codeine phosphate"	"500mg + 8mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"4369"	"166835001000027104"	"70344020"	"Galcodine 3mg/5ml Oral solution (Thornton & Ross Ltd)"	"Codeine phosphate"	"600microgram/1ml"	"Oral solution"	"Oral"	"03090100/04070200"	"Cough Suppressants/Opioid Analgesics"
"4556"	"4656111000001106"	"50988020"	"Paramol tablets (SSL International Plc)"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 7.46mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"4671"	"154975001000027101"	"68504020"	"Codeine phosphate 30mg with Paracetamol 500mg capsules"	"Codeine Phosphate/Paracetamol"	"30mg + 500mg"	"Capsules"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"4718"	"18955001000027104"	"50406020"	"Migraleve - 1 Tablet (Pfizer Consumer Healthcare Ltd)"	"Codeine Phosphate/Buclizine Hydrochloride/Paracetamol"	""	"Tablet"	"Oral"	"03040102/04070401"	"Sedating Antihistamines/Treatment Of Acute Migraine"
"4805"	"93525001000027104"	"59907020"	"Codeine phosphate 15mg/5ml diabetic oral solution"	"Codeine Phosphate"	"15mg/5ml"	"Diabetic Linctus"	"Oral"	"03090100/04070200"	"Cough Suppressants/Opioid Analgesics"
"4823"	"322553003"	"62540020"	"Dihydrocodeine 40mg tablets"	"Dihydrocodeine tartrate"	"40mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"4950"	"110795001000027106"	"62545020"	"Dihydrocodeine with paracetamol 30mg+500mg tablets"	"Dihydrocodeine Tartrate/Paracetamol"	"30mg + 500mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"5498"	"176535001000027104"	"71764020"	"Propain caplet (Sankyo Pharma UK Ltd)"	"Codeine Phosphate/Diphenhydramine Hydrochloride/Caffeine/Paracetamol"	"400mg+10mg+5mg+50mg"	"Tablet"	"Oral"	"03040102/04070100"	"Sedating Antihistamines/Non-opioid And Compound Analgesics"
"5572"	"3446911000001107"	"70343020"	"Galcodine 15mg/5ml linctus (Thornton & Ross Ltd)"	"Codeine phosphate"	"3mg/1ml"	"Oral solution"	"Oral"	"03090100"	"Cough Suppressants"
"5685"	"228555001000027104"	"85209020"	"Syndol easy to swallow Tablet (SSL International Plc)"	"Codeine Phosphate/Doxylamine Succinate/Caffeine/Paracetamol"	""	"Tablet"	"Oral"	"03040102/04070100"	"Sedating Antihistamines/Non-opioid And Compound Analgesics"
"5955"	"322368003"	"76478020"	"Paracetamol 500mg / Dihydrocodeine 30mg tablets"	"Dihydrocodeine tartrate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"6234"	"322551001"	"62550020"	"Dihydrocodeine 120mg modified-release tablets"	"Dihydrocodeine tartrate"	"120mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"6665"	"234205001000027102"	"86403020"	"Paracetamol with codeine & buclizine tablet"	"Codeine Phosphate/Buclizine Hydrochloride/Paracetamol"	""	"Tablets"	"Oral"	"03040102/04070401"	"Sedating Antihistamines/Treatment Of Acute Migraine"
"6886"	"103805001000027106"	"61569020"	"Codeine phosphate 30mg with paracetamol 500mg tablets"	"Codeine Phosphate/Paracetamol"	"30mg + 500mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"7063"	"8427711000001105"	"89000020"	"Co-dydramol 10mg/500mg/5ml oral suspension"	"Paracetamol/Dihydrocodeine tartrate"	"100mg/1ml + 2mg/1ml"	"Oral suspension"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"7072"	"3805611000001109"	"78380020"	"Co-codamol 15mg/500mg tablets"	"Codeine phosphate/Paracetamol"	"15mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"7104"	"7336011000001106"	"87756020"	"Kapake 30mg/500mg effervescent tablets (Galen Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent tablet"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"7469"	"36915001000027104"	"52617020"	"Df118 10mg/5ml Oral solution (Martindale Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"7499"	"139575001000027102"	"66452020"	"Calpol extra Tablet (Warner Lambert UK Ltd)"	"Codeine Phosphate/Caffeine/Paracetamol"	""	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"7518"	"115905001000027105"	"63232020"	"Aspirin 400mg with Codeine 8mg dispersible tablets"	"Codeine Phosphate/Aspirin"	"400mg + 8mg"	"Dispersible Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"7534"	"9106111000001101"	"48372020"	"Benylin with Codeine oral solution (Pfizer Consumer Healthcare Ltd)"	"Levomenthol/Diphenhydramine hydrochloride/Codeine phosphate"	"220microgram/1ml + 2.8mg/1ml + 1.14mg/1ml"	"Oral solution"	"Oral"	"00000000"	"Unknown"
"7542"	"103785001000027107"	"61567020"	"Codeine phosphate 8mg with paracetamol 500mg tablets"	"Codeine Phosphate/Paracetamol"	"8mg + 500mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"8233"	"317359005"	"70855020"	"Kaolin light 1.5g/5ml / Codeine 5mg/5ml oral suspension sugar free"	"Codeine phosphate/Kaolin light"	"1mg/1ml + 300mg/1ml"	"Oral suspension"	"Oral"	"00000000"	"Unknown"
"8246"	"103795001000027106"	"61568020"	"Codeine phosphate 8mg with paracetamol 500mg effervescent tablets"	"Codeine Phosphate/Paracetamol"	"8mg + 500mg"	"Effervescent Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"8329"	"49435001000027100"	"54214020"	"Solpadeine Tablet (GlaxoSmithKline Consumer Healthcare)"	"Codeine Phosphate/Caffeine/Paracetamol"	""	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"8335"	"772811000001100"	"57693020"	"Paracodol 8mg/500mg capsules (Bayer Plc)"	"Codeine phosphate/Paracetamol"	"8mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"8456"	"3037111000001103"	"62558020"	"DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate"	"60mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"8879"	"4957811000001103"	"70283020"	"Terpin 32.5mg/5ml / Codeine 16mg/5ml linctus"	"Codeine phosphate/Menthol/Terpin hydrate"	"3.2mg/1ml + 2mg/1ml + 6.5mg/1ml"	"Oral solution"	"Oral"	"03095000"	"Miscellaneous Cough & Cold Preparations"
"9044"	"4951811000001105"	"48725020"	"Codis 500 dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin/Codeine phosphate"	"500mg + 8mg"	"Dispersible tablet"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"9129"	"136625001000027101"	"65984020"	"Paracetamol 250mg with aspirin 250mg & codeine 6.8mg tablet"	"Codeine Phosphate/Aspirin/Paracetamol"	"250mg+250mg+6.8mg"	"Tablets"	"Oral"	"04070100"	"Non-opioid And Compound Analgesics"
"9163"	"62925001000027101"	"55875020"	"Remedeine 20mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine Tartrate/Paracetamol"	"20mg+500mg"	"Effervescent Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9209"	"3037511000001107"	"62559020"	"DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate"	"90mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"9275"	"3037811000001105"	"62560020"	"DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate"	"120mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"9313"	"322550000"	"62549020"	"Dihydrocodeine 90mg modified-release tablets"	"Dihydrocodeine tartrate"	"90mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"9432"	"115915001000027107"	"63233020"	"Aspirin 500mg / Codeine 8mg soluble tablets"	"Codeine Phosphate/Aspirin"	"500mg + 8mg"	"Soluble Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9457"	"136725001000027109"	"65992020"	"Paracetamol 500mg with codeine phosphate 8mg tablet"	"Codeine Phosphate/Paracetamol"	"500mg + 8mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9460"	"136685001000027107"	"65989020"	"Paracetamol 500mg with codeine phosphate 8mg capsule"	"Codeine Phosphate/Paracetamol"	"500mg + 8mg"	"Capsules"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9462"	"136675001000027102"	"65988020"	"Paracetamol 500mg with codeine phosphate 8mg effervescent tablet"	"Codeine Phosphate/Paracetamol"	"500mg + 8mg"	"Effervescent Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9516"	"737111000001106"	"53131020"	"Kapake 30mg/500mg capsules (Galen Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Capsule"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9562"	"217925001000027101"	"81855020"	"Remedeine 30mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine Tartrate/Paracetamol"	"30mg+500mg"	"Effervescent Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9742"	"49415001000027106"	"54212020"	"Solpadeine Soluble tablet (GlaxoSmithKline Consumer Healthcare)"	"Codeine Phosphate/Caffeine/Paracetamol"	""	"Soluble Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9785"	"62915001000027105"	"55874020"	"Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd)"	"Dihydrocodeine tartrate/Paracetamol"	"30mg + 500mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9855"	"322367008"	"66016020"	"Paracetamol 500mg / Dihydrocodeine 20mg tablets"	"Paracetamol/Dihydrocodeine tartrate"	"500mg + 20mg"	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"9917"	"3253711000001104"	"84590020"	"Kapake Insts 30mg/500mg effervescent powder sachets (Galen Ltd)"	"Codeine phosphate/Paracetamol"	"30mg + 500mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"10023"	"110785001000027107"	"62544020"	"Dihydrocodeine with paracetamol 20mg+500mg tablets"	"Dihydrocodeine Tartrate/Paracetamol"	"20mg + 500mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"10099"	"173775001000027106"	"71315020"	"Paracetamol 500mg with codeine phosphate 8mg & buclizine 6.25mg"	"Codeine Phosphate/Buclizine Hydrochloride/Paracetamol"	"500mg+8mg+6.25mg"	"Tablets"	"Oral"	"03040102/04070401"	"Sedating Antihistamines/Treatment Of Acute Migraine"
